Okt;Nov;Dec;Jan;Feb;March;Apr;May;June;July;Aug;Sep;Okt-Nov;Okt-Dec;Okt-Jan;Okt-Feb;Mejveg;Veg
806.8814;665.3664;599.872;511.498;395.0227;505.3386;1109.376;1971.8114;3101.8464;4275.9626;3392.2226;1522.2816;1472.2478;2072.1198;2583.6178;2978.6405;3483.9791;15373.5006
935.4254;606.528;552.4714;486.5926;394.297;437.3174;671.328;1264.8194;2115.8496;3695.64;3094.9646;1597.4496;1541.9534;2094.4248;2581.0174;2975.3144;3412.6318;12440.0512
844.3734;559.872;499.9826;457.938;413.649;597.194;1143.072;2124.4574;3602.88;4436.6426;4186.5174;2138.4;1404.2454;1904.228;2362.166;2775.815;3373.009;17631.9694
1118.6006;798.336;638.1674;578.448;493.682;583.804;1665.8784;2704.78;4043.52;4829.2374;3775.98;1849.9104;1916.9366;2555.104;3133.552;3627.234;4211.038;18869.3062
944.5306;634.2624;498.108;425.802;344.2237;465.1686;601.344;1268.5686;2171.3184;2906.4334;2722.7226;1329.696;1578.793;2076.901;2502.703;2846.9267;3312.0953;11000.083
726.5414;564.2784;518.7286;470.5246;401.554;570.414;846.8064;2481.7026;3974.3136;3499.3426;3172.6266;2128.8096;1290.8198;1809.5484;2280.073;2681.627;3252.041;16103.6014
1012.284;662.7744;564.2546;509.6234;426.4697;545.5086;1101.6864;2115.6768;3253.392;3780.864;3223.584;2558.3904;1675.0584;2239.313;2748.9364;3175.4061;3720.9147;16033.5936
954.1152;604.5408;590.3712;434.8512;389.8368;445.97088;1434.0672;2539.4688;3948.48;5038.1568;3665.52;1893.6288;1558.656;2149.0272;2583.8784;2973.7152;3419.68608;18519.3216
1003.03488;712.1088;686.7072;555.2928;462.9216;659.80224;833.2416;2872.5408;4343.328;4932.576;3324.4128;2215.5552;1715.14368;2401.85088;2957.14368;3420.06528;4079.86752;18521.6544
904.608;636.5952;585.8784;497.232;477.1296;609.49152;1017.792;2543.84064;3721.248;5512.32;4071.168;1556.928;1541.2032;2127.0816;2624.3136;3101.4432;3710.93472;18423.29664
620.6112;551.9232;521.856;516.9312;459.648;498.96864;781.056;1664.25408;2458.1664;3687.984;3283.4592;1346.6304;1172.5344;1694.3904;2211.3216;2670.9696;3169.93824;13221.55008
819.8496;644.4576;478.7424;411.264;342.768;394.57152;907.5456;1931.87808;3584.2176;3636.9216;3973.6224;2039.2128;1464.3072;1943.0496;2354.3136;2697.0816;3091.65312;16073.39808
961.04448;613.872;533.0016;527.3856;356.5248;409.06944;1261.872;1914.91776;2705.616;4332.6144;3411.5904;2301.3504;1574.91648;2107.91808;2635.30368;2991.82848;3400.89792;15927.96096
922.32;543.8016;505.2672;319.9808;393.9328;493.6392;2593.512;3559.9264;4086.776;6095.3064;4114.4968;2291.6208;1466.1216;1971.3888;2291.3696;2685.3024;3178.9416;22741.6384
1085.9576;587.976;561.6448;392.016;421.2144;603.4336;1250.72;2950.2136;2997.336;4489.5376;3937.748;2116.928;1673.9336;2235.5784;2627.5944;3048.8088;3652.2424;17742.4832
946.6544;727.672;611.7872;436.0608;334.8192;476.78112;1241.136;2553.53472;2507.5872;3463.4304;3210.7968;2117.7504;1674.3264;2286.1136;2722.1744;3056.9936;3533.77472;15094.23552
811.5552;610.5024;548.3808;429.0624;316.5312;493.70688;1100.6496;2086.41312;3442.176;3723.3216;2775.5136;1438.992;1422.0576;1970.4384;2399.5008;2716.032;3209.73888;14567.06592
819.2448;616.9824;544.6656;491.616;392.1408;554.84352;1661.5584;2588.55264;3821.2128;4622.0544;4377.024;2125.7856;1436.2272;1980.8928;2472.5088;2864.6496;3419.49312;19196.18784
1075.5936;658.0224;603.072;505.7856;373.6224;338.7648;1589.7888;2027.90304;3748.6368;4768.04448;3242.7648;2022.568704;1733.616;2336.688;2842.4736;3216.096;3554.8608;17399.70662
851.04;651.2832;626.9184;391.728;397.564;758.5384;1527.552;2510.6544;3724.272;4016.9952;3283.4592;2035.7568;1502.3232;2129.2416;2520.9696;2918.5336;3677.072;17098.6896
897.3504;647.3952;673.7472;488.6784;292.8384;1107.39744;1374.8832;2202.552;4591.728;4754.6784;3321.1296;2100.9888;1544.7456;2218.4928;2707.1712;3000.0096;4107.40704;18345.96
903.6576;634.176;559.0944;425.0016;429.8784;438.16896;1318.1184;2960.34048;3011.472;3940.5312;4142.1024;2157.0624;1537.8336;2096.928;2521.9296;2951.808;3389.97696;17529.62688
863.2224;656.3808;536.2848;367.2864;304.7808;477.80064;2037.312;2923.5168;3395.52;3784.5792;3171.312;2131.488;1519.6032;2055.888;2423.1744;2727.9552;3205.75584;17443.728
820.152;590.0688;491.7024;276.01776;340.199136;724.2048;1024.8768;2178.88704;3684.6144;3362.9472;3517.36128;1573.344;1410.2208;1901.9232;2177.94096;2518.140096;3242.344896;15342.03072
801.576;626.5728;473.5584;306.81504;372.59136;724.8096;1178.1504;2636.54784;3216.3264;4225.84992;3863.4192;1643.4144;1428.1488;1901.7072;2208.52224;2581.1136;3305.9232;16763.70816
1007.7696;645.408;554.9472;489.74112;425.39904;553.0464;1898.2944;3315.5136;3815.0784;4890.9312;4796.09856;2127.2544;1653.1776;2208.1248;2697.86592;3123.26496;3676.31136;20843.17056
1095.12;785.376;565.6608;506.9952;399.5136;471.8304;1231.2;2474.1504;3126.816;4051.3824;4041.2736;2046.816;1880.496;2446.1568;2953.152;3352.6656;3824.496;16971.6384
895.0176;830.304;623.0304;451.872;322.6176;443.664;2341.44;2644.4448;4038.336;4724.0928;4017.9456;2232.4032;1725.3216;2348.352;2800.224;3122.8416;3566.5056;19998.6624
880.5912538;674.8640064;524.8852704;504.3168;407.808;627.7865472;1193.184;2281.7376;3711.744;3765.4848;3865.104;2001.888;1555.45526;2080.340531;2584.657331;2992.465331;3620.251878;16819.1424
1094.8608;641.088;573.7824;477.04032;364.176;398.0448;1064.016;2777.16384;3411.8496;4463.50176;3182.3712;1908.6624;1735.9488;2309.7312;2786.77152;3150.94752;3548.99232;16807.5648
904.96224;661.7376;555.66432;522.372672;496.1088;679.361472;1457.9136;2782.67616;3691.6992;5838.64416;4049.36064;1522.4544;1566.69984;2122.36416;2644.736832;3140.845632;3820.207104;19342.74816
951.22944;754.272;577.34208;549.50832;416.56896;593.42976;1079.136;3080.8944;3726.7776;4158.864;3181.9392;1977.4368;1705.50144;2282.84352;2832.35184;3248.9208;3842.35056;17205.048
937.06848;634.0896;604.95552;523.16064;479.091456;621.57024;1946.3328;3820.520736;4604.9472;5547.5712;3921.7824;2045.8656;1571.15808;2176.1136;2699.27424;3178.365696;3799.935936;21887.01994
953.31168;669.4272;543.1968;486.8208;387.62496;603.88416;1119.0528;2062.67904;3011.04;4574.06784;3746.3904;1730.9376;1622.73888;2165.93568;2652.75648;3040.38144;3644.2656;16244.16768
804.34944;629.2512;528.27552;574.19712;557.794944;667.692288;1650.9312;1986.21504;2714.0832;4952.9664;4097.25648;2037.6576;1433.60064;1961.87616;2536.07328;3093.868224;3761.560512;17439.10992
1017.29088;738.8928;645.2352;602.78688;533.46816;729.01728;1239.5808;2062.73952;2418.4224;2749.21344;3142.9728;1684.9728;1756.18368;2401.41888;3004.20576;3537.67392;4266.6912;13297.90176
774.9648;647.6544;608.3856;513.69984;438.51456;702.5184;1075.8528;2442.73536;2913.1488;3780.5616;3042.0576;2210.1984;1422.6192;2031.0048;2544.70464;2983.2192;3685.7376;15464.55456
908.73792;643.5072;584.6256;556.19136;429.09696;996.16608;1572.5664;2277.5472;2597.5296;4645.9008;3173.48064;2135.6352;1552.24512;2136.87072;2693.06208;3122.15904;4118.32512;16402.65984
930.15648;862.3584;695.63232;594.63936;562.27392;919.727136;1293.84;1987.31232;3819.312;4286.304;3656.6208;1745.6256;1792.51488;2488.1472;3082.78656;3645.06048;4564.787616;16789.01472
